organism,mol_type,isolate,isolation_source,host,db_xref,country,date,strain,file,accession,collected_by,note,lat_lon,clone,chromosome,identified_by,lab_host,md5sum,file_name,guid,file_size
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00289/2020,,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/UT-00289/2020-MT334556.gb,MT334556.gb,MT334556,,,,,,,,fd1d836817645cef20ab99efd1832e4e,MT334556.gb,dg.63D5/da920fa8-85aa-4a0f-84ae-7feea4582b3a,66274
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09119/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-19,SARS-CoV-2/human/USA/NY-PV09119/2020-MT370939.gb,MT370939.gb,MT370939,,passage_history: sequence was derived directly from the original sample material,,,,,,a313bc16e6de9e64033d5452c578f624,MT370939.gb,dg.63D5/6c41a8cf-5dbe-4669-af85-963693d74f1b,66818
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20275/2020,,Homo sapiens,taxon:2697049,USA,2020-04-27,SARS-CoV-2/human/USA/MI-MDHHS-SC20275/2020-MT506585.gb,MT506585.gb,MT506585,,,,,,,,977f3c0165e0e54a4af92c95b45ff0b6,MT506585.gb,dg.63D5/1e1973b9-307c-47ff-b5fa-e876d9707555,66480
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-4290/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-31,SARS-CoV-2/human/USA/WA-UW-4290/2020-MT358658.gb,MT358658.gb,MT358658,,,,,,,,5f36ab2dae21799e4436cec00ba7dd49,MT358658.gb,dg.63D5/be9eea1d-3403-4d70-bd3a-b23ece42d0d8,64872
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/CZE/IAB_1/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,Czech Republic,2020-03-27,SARS-CoV-2/human/CZE/IAB_1/2020-MT517420.gb,MT517420.gb,MT517420,,,,,,,,c6088eb4aef2d2adb65733aa11af87d8,MT517420.gb,dg.63D5/350c6b5d-70fd-4c1d-8554-df118ee088e4,66223
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0146/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0146/2020-MT482130.gb,MT482130.gb,MT482130,,,,,,,,e193b89ea0985ccc41dbe0db5ab729f8,MT482130.gb,dg.63D5/1d5764ad-f627-48c5-80f3-b4642586d16f,65980
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-3935/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-27,SARS-CoV-2/human/USA/WA-UW-3935/2020-MT358718.gb,MT358718.gb,MT358718,,,,,,,,ec85ffc3231c9cac997529f06f8e5a90,MT358718.gb,dg.63D5/5a84c8a1-9972-4d96-b704-af123860ed42,64937
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08405/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-17,SARS-CoV-2/human/USA/NY-PV08405/2020-MT370879.gb,MT370879.gb,MT370879,,passage_history: sequence was derived directly from the original sample material,,,,,,c0f199362458a3c36ae5a2045a1399f3,MT370879.gb,dg.63D5/08e208b7-c92c-4f36-97a8-4b40c087f79d,67441
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC68/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-13,SARS-CoV-2/human/AUS/VIC68/2020-MT450982.gb,MT450982.gb,MT450982,,,,,,,,cb2dd214e7c43bfed94d67da56d0e4d0,MT450982.gb,dg.63D5/67032df8-79c3-4ef6-9877-0820e185b46d,66839
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1254/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-12,USA/CA-CZB-1254/2020-MT534324.gb,MT534324.gb,MT534324,,,,,,,,bc4ab539b33ee7bb8eed30da2fdf328f,MT534324.gb,dg.63D5/21050857-ce3e-4de6-91e4-fb509669ffb6,66186
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-5371/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-05,SARS-CoV-2/human/USA/WA-UW-5371/2020-MT412261.gb,MT412261.gb,MT412261,,,,,,,,6cfd245f782b6d81885c6bbe9fa7b1e2,MT412261.gb,dg.63D5/59da372b-cac3-4b0b-b0de-293cdf03969f,65936
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20215/2020,,Homo sapiens,taxon:2697049,USA,2020-03-18,SARS-CoV-2/human/USA/MI-MDHHS-SC20215/2020-MT506645.gb,MT506645.gb,MT506645,,,,,,,,85789a6c0381f613740433e9e84c8c71,MT506645.gb,dg.63D5/b945bf4b-57d1-469b-b3e9-c12d4b40f10d,66449
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/DC-CDC-9092/2020,oral swab,Homo sapiens,taxon:2697049,USA,2020-03-22,SARS-CoV-2/human/USA/DC-CDC-9092/2020-MT380732.gb,MT380732.gb,MT380732,,5' end is primer used for sequencing,,,,,,b252c4dc32053d320939673573026043,MT380732.gb,dg.63D5/b2912c46-620c-4683-b64f-6b3f6d5d08bb,66218
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09064/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-20,SARS-CoV-2/human/USA/NY-PV09064/2020-MT370968.gb,MT370968.gb,MT370968,,passage_history: sequence was derived directly from the original sample material,,,,,,fca765dae11d76f4724dd6b3339b2d98,MT370968.gb,dg.63D5/3393472c-e661-4db7-8b59-c919019c27da,67149
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0191/2020,,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/VA-DCLS-0191/2020-MT450893.gb,MT450893.gb,MT450893,,,,,,,,41609c26156396856b71ba399cf191bf,MT450893.gb,dg.63D5/e579570f-16b1-4284-bb79-ddf599246dd6,65935
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1105/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-30,SARS-CoV-2/human/USA/CA-CZB-1105/2020-MT460125.gb,MT460125.gb,MT460125,,,,,,,,9a753c8937ce1161a378952bc07f8d1a,MT460125.gb,dg.63D5/1b4a10c6-fbe8-490f-9923-513c4616f685,65935
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-NH6/2020,nasopharyngeal and oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-13,SARS-CoV-2/human/USA/WA-NH6/2020-MT262900.gb,MT262900.gb,MT262900,,5' sequence is the sequencing primer used,,,,,,8dbd4c64a833bb06a38366464954ec5a,MT262900.gb,dg.63D5/f94d3ae9-e41e-44e1-9a27-a96e7bd0f9db,56260
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-6302/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-02,SARS-CoV-2/human/USA/WA-UW-6302/2020-MT412321.gb,MT412321.gb,MT412321,,,,,,,,3cc13a68f2091716b7fbd740a57ab02f,MT412321.gb,dg.63D5/aba136f5-f9bd-491e-8b9b-800718c7427e,66000
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00600/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-28,SARS-CoV-2/human/USA/MA_MGH_00600/2020-MT520457.gb,MT520457.gb,MT520457,Massachusetts General Hospital,,,,,,,f04946c8f434412bcb42c9e162ab15a2,MT520457.gb,dg.63D5/4cdad70b-a48e-451d-a0c3-09fb766c159a,67549
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW197/2020,,Homo sapiens,taxon:2697049,USA,2020-03-12,SARS-CoV-2/human/USA/WA-UW197/2020-MT246454.gb,MT246454.gb,MT246454,,,,,,,,fe42c3a765eceefde8dc6144d600f36b,MT246454.gb,dg.63D5/ebfb9afa-1479-42ef-b60b-ddac9620b53c,55973
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20300/2020,,Homo sapiens,taxon:2697049,USA,2020-03-12,SARS-CoV-2/human/USA/MI-MDHHS-SC20300/2020-MT506527.gb,MT506527.gb,MT506527,,,,,,,,0421b2de80ce0f2161d3c997eec07a31,MT506527.gb,dg.63D5/c340827a-cb4b-4bda-b88c-8433035a434f,66545
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20125/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-27,SARS-CoV-2/human/USA/MI-MDHHS-SC20125/2020-MT439308.gb,MT439308.gb,MT439308,,,,,,,,134b34e3542d44c688d7f4811cdc0c00,MT439308.gb,dg.63D5/a0033aa0-aef4-4777-8ceb-8d4436263e84,66474
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-6170/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/WA-UW-6170/2020-MT412292.gb,MT412292.gb,MT412292,,,,,,,,0e4eca471331c608ae2c70858925428c,MT412292.gb,dg.63D5/812aacfe-53e7-482b-9a2b-765ddad892ce,65998
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/ESP/Valencia20/2020,nasopharyngeal exudate,Homo sapiens,taxon:2697049,Spain,2020-03-09,SARS-CoV-2/human/ESP/Valencia20/2020-MT292578.gb,MT292578.gb,MT292578,,,,,,,,d84b0d52d114819dcfeafb1316325753,MT292578.gb,dg.63D5/2601d4c8-1cbc-4198-bb6a-482d9466faf1,66683
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20143/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-16,SARS-CoV-2/human/USA/MI-MDHHS-SC20143/2020-MT439248.gb,MT439248.gb,MT439248,,,,,,,,fa1cec271939f3acca37a5f498c4f148,MT439248.gb,dg.63D5/7afb2fc3-631d-4dd8-8d58-e2d96bd0e2c8,66347
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00432/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-07,SARS-CoV-2/human/USA/MA_MGH_00432/2020-MT520517.gb,MT520517.gb,MT520517,Massachusetts General Hospital,,,,,,,d407a9f7dc5df4ff99c8fef1b95a1e35,MT520517.gb,dg.63D5/358e0b41-a38a-4b67-bc16-3191e8bf3332,67539
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC03/2020,,Homo sapiens,taxon:2697049,Australia,2020-01-25,SARS-CoV-2/human/AUS/VIC03/2020-MT450920.gb,MT450920.gb,MT450920,,,,,,,,c1080a4e6d0d85bab2ebc6745a12fd2f,MT450920.gb,dg.63D5/75ee388d-0348-4f45-8e3c-51bdc83dbfb4,67281
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20313/2020,,Homo sapiens,taxon:2697049,USA,2020-04-04,SARS-CoV-2/human/USA/MI-MDHHS-SC20313/2020-MT506576.gb,MT506576.gb,MT506576,,,,,,,,bca960e6342e48027536e2f343270fa4,MT506576.gb,dg.63D5/ff61fb7f-3363-496e-823a-54d26172a337,66486
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00148/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USA/MA_MGH_00148/2020-MT520406.gb,MT520406.gb,MT520406,Massachusetts General Hospital,,,,,,,ececad383c3f38844d78b77adae73f9c,MT520406.gb,dg.63D5/ddb319bd-713f-4cfa-a2de-faba0afe6340,67517
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC104/2020,,Homo sapiens,taxon:2697049,India,2020-05-07,SARS-CoV-2/human/IND/GBRC104/2020-MT509499.gb,MT509499.gb,MT509499,,,,,,,,ee6875acfb9cd3b208416cdf1fd530b9,MT509499.gb,dg.63D5/f459353f-aff5-4c35-8643-5d7d5bdc336d,66816
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20027/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-17,SARS-CoV-2/human/USA/MI-MDHHS-SC20027/2020-MT412152.gb,MT412152.gb,MT412152,,,,,,,,2638b682bf3347906c6444e06ace5af6,MT412152.gb,dg.63D5/b5f4c0c8-2f29-49ef-8cb0-efee37d47917,66407
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00205/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-27,SARS-CoV-2/human/USA/MA_MGH_00205/2020-MT520546.gb,MT520546.gb,MT520546,Massachusetts General Hospital,,,,,,,faccfaae80235d040457b34915297c5c,MT520546.gb,dg.63D5/7e41a608-ae66-4901-845e-2f036b2400cd,67552
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WI-UW-268/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-04-06,SARS-CoV-2/human/USA/WI-UW-268/2020-MT429190.gb,MT429190.gb,MT429190,,,43.0731 N 89.4012 W,,,,,98925545b78a64e5ac699b6b003d6bf0,MT429190.gb,dg.63D5/2417e1d8-a5ab-4447-b248-f37979ac609f,65976
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC56/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-12,SARS-CoV-2/human/AUS/VIC56/2020-MT450971.gb,MT450971.gb,MT450971,,,,,,,,32e2f8193860b4610a8a745cb0f835db,MT450971.gb,dg.63D5/1935dbba-b0bf-4a65-aeb5-04d7f3e628be,66835
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC884/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-06,SARS-CoV-2/human/AUS/VIC884/2020-MT451619.gb,MT451619.gb,MT451619,,,,,,,,47d77ee7614d8e86e8349465d5110669,MT451619.gb,dg.63D5/0fecdec3-81d0-454e-89f7-433cb39222e6,67304
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC844/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-04,SARS-CoV-2/human/AUS/VIC844/2020-MT451588.gb,MT451588.gb,MT451588,,,,,,,,0974491112fc61af4d8987f746d6a0d4,MT451588.gb,dg.63D5/bc14fda2-f0bd-486f-8926-3bf35a8e48f0,67324
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/10030NV/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/10030NV/2020-MT470109.gb,MT470109.gb,MT470109,,,,,,,,00ea855b85de4e8e02de56c5acc09d97,MT470109.gb,dg.63D5/b46dc205-c669-4b2d-ac72-67c59027a00a,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-6241/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/WA-UW-6241/2020-MT412315.gb,MT412315.gb,MT412315,,,,,,,,e41d15b477fbeba289ba6237ce1257fa,MT412315.gb,dg.63D5/ab407503-f88c-40be-8287-65fa366051ac,66417
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-5200/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-02,SARS-CoV-2/human/USA/WA-UW-5200/2020-MT412255.gb,MT412255.gb,MT412255,,,,,,,,be178e8a7cec2dd59088abd452de3d7f,MT412255.gb,dg.63D5/1361b2ce-f7e4-4575-b824-a335222d97b3,65960
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1240/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-14,USA/CA-CZB-1240/2020-MT534310.gb,MT534310.gb,MT534310,,,,,,,,a5e9b6b3bb1d5b43d49559131eb76bfe,MT534310.gb,dg.63D5/579afc05-2d38-4c63-a65b-da10a5f5b5e5,66701
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/LA-BIE-063/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-03,SARS-CoV-2/human/USA/LA-BIE-063/2020-MT536184.gb,MT536184.gb,MT536184,,,,,,,,62cfa838a06aee35aa6c618fdcc1cf0d,MT536184.gb,dg.63D5/ef06d267-4e3c-4256-8da6-08b8ecc59ddb,66016
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00014/2020,,Homo sapiens,taxon:2697049,USA,2020-03-13,SARS-CoV-2/human/USA/UT-00014/2020-MT334533.gb,MT334533.gb,MT334533,,,,,,,,623e74bf2027930b4c91452c089fce64,MT334533.gb,dg.63D5/f8bac971-9750-4589-bc63-ecd8f2a379a6,65911
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00517/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-14,SARS-CoV-2/human/USA/MA_MGH_00517/2020-MT520490.gb,MT520490.gb,MT520490,Massachusetts General Hospital,,,,,,,6ac293807490c3a4f22f716ccadffd19,MT520490.gb,dg.63D5/3a268da6-fe54-4c00-99d7-03a87c8efd39,67476
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1131/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-08,SARS-CoV-2/human/AUS/VIC1131/2020-MT451759.gb,MT451759.gb,MT451759,,,,,,,,32c99ee3203def314f42c77432c2f04f,MT451759.gb,dg.63D5/505ffda6-c9b1-4668-9c67-528f2454ca42,67487
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20211/2020,,Homo sapiens,taxon:2697049,USA,2020-03-21,SARS-CoV-2/human/USA/MI-MDHHS-SC20211/2020-MT506671.gb,MT506671.gb,MT506671,,,,,,,,b0ffe9bb211d21be756451ee9ace633a,MT506671.gb,dg.63D5/ee4284e2-2ba4-4152-97fb-11a37075222b,66496
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC69/2020,,Homo sapiens,taxon:2697049,India,2020-05-04,SARS-CoV-2/human/IND/GBRC69/2020-MT496987.gb,MT496987.gb,MT496987,,BJ71,,,,,,ba2d18f6a4021e70dd4dcb78d399829f,MT496987.gb,dg.63D5/5696aed6-d647-433e-aa97-5af8315f1175,66442
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC955/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-26,SARS-CoV-2/human/AUS/VIC955/2020-MT451648.gb,MT451648.gb,MT451648,,,,,,,,0a5b041a8464648670612c6e0a79e4ad,MT451648.gb,dg.63D5/ac5bdcfb-5f76-44be-8add-89fa4ae987cb,67293
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1120/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-29,SARS-CoV-2/human/USA/CA-CZB-1120/2020-MT460140.gb,MT460140.gb,MT460140,,,,,,,,bd01c090757b2374ffee90f41ce36e91,MT460140.gb,dg.63D5/732d37b7-5584-471f-8420-8223471ce45c,65995
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/tiger/NY/040420/2020,oral swab; nasal swab; tracheal wash,Panthera tigris jacksoni,taxon:2697049,USA,2020-04-02,SARS-CoV-2/tiger/NY/040420/2020-MT365033.gb,MT365033.gb,MT365033,,GISAID accession EPI_ISL_420293,,,,,,c01fcce4cc51237683bef858ce721634,MT365033.gb,dg.63D5/d00d5ff1-9943-41a2-953d-1abc7d5570d5,66678
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/10021SB/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/10021SB/2020-MT470158.gb,MT470158.gb,MT470158,,,,,,,,f8c65c47740fff527396e3a7bd8f310e,MT470158.gb,dg.63D5/d224bc74-0a6b-4e30-8ef2-a875f449a707,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/USA-WA_0448/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-19,SARS-CoV-2/human/USA/USA-WA_0448/2020-MT350272.gb,MT350272.gb,MT350272,,5' sequence is the primer sequence used,,,,,,3381f9ed9801ccc30a134d97ab40ecaf,MT350272.gb,dg.63D5/9f9744c7-5391-470d-8da7-9a78a3d94cbf,66254
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/RI_0882/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-09,SARS-CoV-2/human/USA/RI_0882/2020-MT344960.gb,MT344960.gb,MT344960,,5' sequence is the primer sequence used,,,,,,142a7d5d988ab3d47c828c66f5ba563c,MT344960.gb,dg.63D5/40549571-c5cd-4b36-82df-527b82ead81b,66282
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_3623/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-06,SARS-CoV-2/human/USA/MA_3623/2020-MT325616.gb,MT325616.gb,MT325616,,5' sequence is the primer sequence used,,,,,,6cb90c6dc2491f953144d5eff3ea8178,MT325616.gb,dg.63D5/d73b25ef-5150-4bd5-ae94-882587ee7b5f,66203
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MD_0026/2020,oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-04,SARS-CoV-2/human/USA/MD_0026/2020-MT325587.gb,MT325587.gb,MT325587,,5' sequence is the primer sequence used,,,,,,f7c7e803c32c31fcb7acdba7534904e4,MT325587.gb,dg.63D5/ce50bcc1-bd36-4e81-9af0-ce4b7efe7282,66227
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00302/2020,,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/UT-00302/2020-MT334562.gb,MT334562.gb,MT334562,,,,,,,,13edfd298f997ab303466bd6c5245f1e,MT334562.gb,dg.63D5/4904e6cf-1d52-48b8-9f96-9da15da72467,64613
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/nimh-0130/2020,nasopharyngeal swabs,Homo sapiens,taxon:2697049,India,2020-04-06,SARS-CoV-2/human/IND/nimh-0130/2020-MT396243.gb,MT396243.gb,MT396243,,,,,,,,e2e804643e620bc47dc1690caee689b6,MT396243.gb,dg.63D5/c49733c8-3d15-4118-9ac1-c961e274fe55,66518
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20079/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/MI-MDHHS-SC20079/2020-MT412204.gb,MT412204.gb,MT412204,,,,,,,,e2d4998b2f3476c954086cd327d301b6,MT412204.gb,dg.63D5/42d5ab12-ccb1-4192-bd10-122a4879b4ad,66372
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20070/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/MI-MDHHS-SC20070/2020-MT412195.gb,MT412195.gb,MT412195,,,,,,,,35b4cb4271b0f0d92470ca09c3a280ba,MT412195.gb,dg.63D5/4cbb7b93-1419-4e6a-9c4b-6a773a7e7bb9,66375
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1037/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-03,SARS-CoV-2/human/AUS/VIC1037/2020-MT451708.gb,MT451708.gb,MT451708,,,,,,,,c88d5b7a500fadf06240325487ffaf0a,MT451708.gb,dg.63D5/515e516a-0e38-4ee4-9c8e-d13f27683517,66853
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC718/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-27,SARS-CoV-2/human/AUS/VIC718/2020-MT451499.gb,MT451499.gb,MT451499,,,,,,,,d06ca52e0d13565aa538328ee6960fe9,MT451499.gb,dg.63D5/b6f863d9-5bc2-4e63-9858-e04ec2bec04e,67275
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WI-UW-351/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-04-14,SARS-CoV-2/human/USA/WI-UW-351/2020-MT506890.gb,MT506890.gb,MT506890,UWHC,,,,,,,e3fe81e963f974524cac4b1039c544ea,MT506890.gb,dg.63D5/e9743a5c-6caa-4071-9b5c-06a6fc674fb8,65951
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC38/2020,,Homo sapiens,taxon:2697049,India,2020-04-29,SARS-CoV-2/human/IND/GBRC38/2020-MT496974.gb,MT496974.gb,MT496974,,BJ43,,,,,,05d80b2d4680454d9e61547205c839fb,MT496974.gb,dg.63D5/faf9cdde-1982-4e0e-9b94-5519bd330d4b,66443
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC30/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-10,SARS-CoV-2/human/AUS/VIC30/2020-MT450945.gb,MT450945.gb,MT450945,,,,,,,,da35571b9ef0e033d74927ae4910a3a2,MT450945.gb,dg.63D5/95cae2ae-90f1-4ea0-9932-baedf5bd4d38,67356
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/LA-BIE-084/2020,Nasopharyngeal swab',Homo sapiens,taxon:2697049,USA,2020-04-06,SARS-CoV-2/human/USA/LA-BIE-084/2020-MT446352.gb,MT446352.gb,MT446352,Ochsner Health,,,,,,,93b728aca72a82699c511d13d468130c,MT446352.gb,dg.63D5/02a3928e-3f46-4bb5-af57-68e41dfc1554,65976
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00703/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-06,SARS-CoV-2/human/USA/MA_MGH_00703/2020-MT520432.gb,MT520432.gb,MT520432,Massachusetts General Hospital,,,,,,,45e08af04f8e68f1a768885cf136e80d,MT520432.gb,dg.63D5/1c6b2c28-2260-4167-ab06-f7684eac387f,67533
